account_id,client_id,account_type,opening_date,status
a50de96c-5494-4a88-9e36-a19550edb29e,9888d397-48f6-4931-a23c-42a1a6a09e36,courant,2015-04-03,active
ce253505-f9c3-40bd-bb1c-1a54dfd95dab,59179edb-28f5-484f-be39-b73caf3f8b5c,courant,2020-04-22,active
e409dc4a-e9f0-41eb-bad0-28b5cd2fc46d,1bc30116-b1a9-4303-9514-50938995f714,courant,2012-02-11,active
120dc7e9-0004-4394-8037-f57ea0e560f8,cd3e6395-b333-484e-8097-b0e5c3ddf92b,courant,2011-12-05,active
a25cf3af-c0a0-4a0a-87e5-67e161131b92,d7d88b85-096e-4dc8-9a13-26d6f963efc1,courant,2018-03-04,active
d467b242-5e2c-4e20-9ce3-3eb4a07f1c25,b0e02bcb-c68c-44f2-9e02-762ac9bf9f49,courant,2018-04-14,active
64ea36eb-5e49-43bb-aa36-d361ad9be8db,fc174f76-b1a1-46d2-999b-093758c8a156,courant,2022-01-20,active
39e7b7cf-aa04-4b25-a86e-14e420d24b9e,f7126439-6130-4649-abb3-9b9947b0952a,courant,2021-10-19,active
b1cfcbc8-30b2-42dc-83ee-455d2ea9257c,80487205-6582-412f-9822-5baf19d0d702,courant,2022-04-22,active
a719f774-55bd-413e-8dc9-d4364553eb0f,ce15ee7e-ac12-4464-a277-123abd364a96,courant,2017-03-02,active
02e8f9fc-bb8a-4737-9da1-b579a79b81fc,418cd54e-7347-4695-ad02-e72fd633ef4a,courant,2018-07-20,active
5177d424-9060-4df7-b568-b39d8b77945d,fd758a3e-a915-465f-bd17-7bf651802263,courant,2012-10-04,active
a30ba712-8222-4f16-b92a-5b5265e3b603,ead25efa-7365-4059-a0ac-21d59a2eda6d,courant,2016-12-18,active
427c49c5-b6b5-4178-bec8-b15893a15590,ca8c585e-4809-404c-aaf2-fb68f24c293f,courant,2019-07-09,active
8cf3b4e9-b384-4817-8a32-ebf7e54cbf2f,b4796abd-0717-4345-936b-b7059de3f76c,courant,2019-11-23,active
826652dc-5b9f-4f7b-9628-eea5373f4515,425d1625-8cb9-46e6-bb8e-490f93f2f544,courant,2011-12-26,active
cdec67c9-a62b-4463-8260-7e29800f4ea6,112f4c81-c400-476b-b039-81380a9493b7,courant,2015-11-16,active
1348c473-55a5-49c0-b18e-c233ec07a147,1a0ff317-cd60-4b41-85c2-fe3f0bd70391,courant,2014-11-26,active
5f98c887-0044-4753-86d1-49495d7d8c1e,364eca0f-5e70-48ad-909a-19433dc5b910,courant,2011-08-03,active
5a2977f0-6809-4c79-824a-10e7f18a00f3,172c8884-d473-47e3-9186-108e49566dca,courant,2022-01-12,active
c8730ff2-2278-46c4-bdeb-998c6c89a353,09cab54c-8518-43e3-b8b6-98df8250700c,courant,2012-10-09,active
b296ed26-ab05-4fe2-ae69-5ce5aaf94547,1b88a441-9bf6-4395-a07f-95991439bdbe,courant,2015-12-25,active
a0d26f1c-e1cd-4358-a875-75df6c98594d,c2db5994-548b-457a-8f80-8d0a801ad9e9,courant,2018-02-03,active
489e519f-22bf-4d4e-9f20-01cd0a4cc417,202a3026-73ca-404a-b664-e9ee9244c6c6,courant,2014-12-02,active
3fafee7e-d4c5-4431-937d-7f29aa9593ff,c9b09b10-e1e8-4940-96f5-26ba953e5718,courant,2016-05-14,active
9d56a8f1-550d-4dfa-a4f7-87daa76e7ac0,ea670af8-d539-457c-8f43-efbb8bd24033,courant,2014-06-06,active
aa9e4547-adc6-46e7-bba4-46cff50ccd46,81fdab3b-a38f-4ee5-82f7-d3d4076e067a,courant,2020-11-20,active
9129f51f-b0b9-420c-af8c-0f68f6832c91,b50d3b22-618e-418d-b7e9-4c1c90074d7c,courant,2015-04-30,active
bca7edf9-25b2-4822-9c49-c19da1d3c0e6,e03e6b51-d900-47f7-9225-fc22acc2bfec,courant,2020-01-03,active
9a784129-07bd-4058-890a-4dc80085689e,347e8a70-c1b2-46e8-9070-b7b1b8538e5f,courant,2022-04-07,active
0e4ad82d-d5c4-4290-8329-9809fcace822,081ca0c4-213c-470c-a846-8df65905cbe0,courant,2013-04-25,active
6455b7ec-c5e6-48d7-baeb-2f2de53efdde,60052f62-7eb2-4f29-bd90-b838a6cbf0b4,courant,2014-11-14,active
11e4732b-7af1-46d8-99ab-bb11556e8e68,b051d0d5-3484-4f97-8ecb-4d9353c48a6b,courant,2020-06-18,active
25527739-904b-441f-ac1a-0cfaf3aab783,cbdc818c-aab3-4d24-9bff-b36e58d708ab,courant,2022-04-29,active
677ce9c9-5b71-4e19-b730-172cdfe75745,53fcc394-b2b1-432f-992a-0eb63252ec38,courant,2021-10-09,active
b6e779b6-7eef-4ab8-87ad-5955d15b61c8,7fc6cb3f-9d66-4852-9564-dfd3899657ee,courant,2022-12-30,active
13aebbe2-e38f-422d-8d60-83e4cf1e7603,5c3e2979-d6ac-424d-a1dd-12b5c4347b49,courant,2015-12-12,active
ba645187-6b10-4977-9fc7-95b61f768e6d,c7290dc6-1870-4de2-b108-ac47c43273fb,courant,2010-05-11,active
49532e83-5f86-4197-8a97-004c169b7fda,9afe4d41-8104-4e23-87f8-404631d0763f,courant,2021-05-15,active
a622539c-3305-49dd-885a-0e6205f77f8a,bdee7a98-561f-4d02-be9c-b28048eb69dc,courant,2022-10-15,active
2eeb0ffe-eca3-48fe-9fd7-f5ddc5f35d50,05deb015-6b61-456c-93d5-9ab23cf31950,courant,2015-05-01,active
8c9f251c-0f8e-4513-b357-27bdcf10c5c6,40706542-7449-4d71-a8a2-757657e92b9b,courant,2018-07-27,active
8ac2a82d-3180-4a8b-9482-b44f626019e3,e88d9d7f-e99b-4b21-b833-7a41175fae93,courant,2010-04-09,active
32e8fab9-f0de-441d-864b-80422e656b4e,a46281c0-75cc-4837-ad32-2657368b28a1,courant,2017-01-01,active
5defd84e-856b-4d3e-8e75-b5c4dd623361,016b7c06-0f87-451d-9e6f-d5c6f15591d8,courant,2016-12-17,active
7a1eb2ab-0cfb-4f5c-ac11-4a746f06f099,49bf7dfa-07ae-44ab-98e9-b445d648e584,courant,2021-11-14,active
dbc36bee-60ef-4701-953b-7e3eb76769e7,bc7ddd49-9abe-44de-97d0-121f8ef4e399,courant,2011-07-13,active
032fffc3-27ec-45d2-a3df-227a30171f3f,d88bffd9-ded2-43c2-958a-f542bbb9b2d4,courant,2020-06-24,active
1e43d296-dd38-40de-a36a-451dfe6e3154,c3b56540-c0d7-4192-88f6-483bc738c182,courant,2017-04-20,active
fa3895db-742f-40a0-b05c-196f259776f1,8e375a70-c4da-4d34-bbeb-12dac3ae03c4,courant,2018-10-10,active
7223a920-d754-465a-b92d-1860ea03f8bf,63d3cde7-f8de-4d44-b050-dc6bdf67a4a1,courant,2022-12-12,active
a56cff40-f918-4a92-9f65-ec4dd8b552a5,a4499f0f-644b-4a9b-8162-c2f1410b3e11,courant,2013-07-29,active
90685bca-48e5-45a1-b077-28057c9a3d24,099b5243-de0a-4e94-839a-8ebd18d902a9,courant,2013-02-19,active
bba887fb-eac3-4e3f-a4ed-e3e35e4fa3fe,5500e073-d7cd-4626-87a3-93c94bd2cb66,courant,2021-09-15,active
9865f1f1-6d52-49b4-9f07-acd066e65ab4,70dde763-1a2f-42a9-8185-1b6062ea7ae6,courant,2021-04-01,active
dc6083a4-4245-49d4-bf43-24c7c4bea6e9,6fdb8b15-c193-4631-becb-48464a5440fb,courant,2016-06-19,active
77d687aa-88d8-4771-b6b0-f1490a84ec53,8d50919d-23d1-4fff-93e6-ead6138826c3,courant,2010-02-20,active
09e0a592-031a-4e2d-a390-864a93088ea9,41c388b1-6481-4e81-9eb2-9f198c03395d,courant,2020-01-11,active
3f37ca61-9208-4fd9-8437-cb03f33436da,44b77ffa-c8cb-4d83-89f6-68e2b7b254b8,courant,2012-06-01,active
ef83b542-e9dd-43c2-b916-2999b0d4d722,f3fa0678-af54-482f-b91d-f40a1e499e69,courant,2016-09-15,active
1af09778-6cec-4839-8157-05f288cf96db,e01f7ea4-a134-4774-b601-46223fddee36,courant,2022-11-02,active
0f1450c6-c3f5-4dc4-aeda-73072e9a7e21,6831fbee-40f0-4400-a09c-8f659c01226a,courant,2016-12-21,active
ee0ca464-de8f-47a9-93a4-be4f0bb7cd5c,78ce79b8-435a-4b7d-9a94-b536ea23a3ac,courant,2016-05-17,active
1c08eac1-3e5e-44a6-94c7-77a49dec23ac,61a246bb-b3d1-43b5-ab03-1561dbb5ae34,courant,2015-02-14,active
b3166ca0-5382-4c97-a79b-7d278630c505,9fabc3a8-dd7a-4078-9e1c-83970d372db3,courant,2010-01-23,active
ab0343c3-c693-4c76-8829-6bf5f224c45f,259bd103-d155-48c5-98e6-7dbb3b21c740,courant,2017-08-14,active
b1f77411-6658-4eb8-b4b8-723090c4e7ce,67603146-afa7-455b-9850-3ffef95f6cc6,courant,2010-01-26,active
22b047f0-79d6-49b5-98d3-be1a80640c99,c506ac8a-3f4f-43f2-b984-55e0e148a47c,courant,2020-05-05,active
f034664f-ec6a-4147-9905-882bf1bd7ddd,1a7a962b-541e-4bdf-a49f-2ad9cb7bbee6,courant,2017-01-05,active
9f212b5c-134b-4395-81c2-e3787a214417,7c0d92e4-9b58-4323-9906-c1df31b31300,courant,2022-01-07,active
608c4ef1-5c9b-4fab-b71f-63186a1a8b10,552cebde-0b77-4f3e-be8d-558e44d68794,courant,2013-08-24,active
17a390ac-0685-468a-b04a-f8fab7621d3f,b262327b-8855-4f19-8aa1-1623cc689f80,courant,2013-11-23,active
0bc59085-18f7-4bf5-a5d4-e8bc838008a6,9d2d9425-20e4-4f7e-855f-15035620f18d,courant,2018-02-26,active
3599dbd5-bdce-4cdc-85d1-49c6be6da465,89f60b04-d097-44c2-b161-ab18937e0537,courant,2017-11-27,active
596e0266-88e7-42e0-a187-b61bed2aa86a,3aeb233b-2bc9-4f8a-b97e-105fc00e6c63,courant,2010-07-27,active
4c3d16ab-cd2b-409f-9e1d-a0483f1521e3,d02b627f-2a50-4837-8832-7ae9d32efccd,courant,2015-04-24,active
c7e247cf-251e-4159-8103-6114f932d906,8c3f0e8c-2a11-44f7-9384-d623f251d37f,courant,2016-03-23,active
adf59dea-ef2e-46dd-9144-c06a3dd09181,bc3b1428-4340-4ac7-a006-20f96f702d1a,courant,2016-02-03,active
268c86a7-a66e-4244-869f-d40f2649449d,2c44b053-fad9-472c-b81d-4e5cc2dba645,courant,2021-10-21,active
685422ba-8fa1-431a-a9c0-160bb6f7f0be,48552c25-f58a-420e-a2a7-ab64a9f2c421,courant,2012-09-02,active
21051059-99e6-45b0-9a3e-58b24a173eb8,91453174-3fdc-46ed-8f15-4c0a1959866e,courant,2014-06-16,active
a34d9ce1-45ef-4380-918d-4f3ab551f552,b055bf1a-811a-41d7-98e4-a2f634a8a86c,courant,2013-09-02,active
50fed371-e561-4b92-9c57-17b8648b2177,5a42d020-ebf6-454e-b8ba-87edf4062272,courant,2011-07-18,active
17738c0e-d67b-4abb-978b-c0bf86162880,b5611c6a-a221-40bf-b0fc-a3c2420b1028,courant,2020-03-23,active
5bd5daa8-64d7-4e6b-9dfd-1a96d936f843,71d19324-391d-4fab-ac2e-6980898a7c31,courant,2022-07-19,active
af502077-5d69-4169-a9ed-08cd0398684d,b4cb07e0-a045-4aaf-87ea-02161a4d12cf,courant,2018-06-01,active
6aa00411-de80-46f2-b5cc-99970c531956,ee3e1850-2953-43a4-834f-2d2ffb5fb0d5,courant,2021-08-01,active
4d787f41-2b97-401b-a96c-daa9c3bda270,ab8532e8-f664-4e87-94ac-0db062f414e5,courant,2014-06-25,active
cd9ddc71-a2cc-4328-a416-d8c52cb16078,08e5a7ed-1b1f-4eac-a1a8-77f15fa89dcd,courant,2012-01-23,active
0bd1657b-0509-4be9-b0bc-695b81fcdfa8,55bb518b-6ee9-4946-975a-bb94decbca6e,courant,2012-08-16,active
e6c952d8-4f4c-4d8e-8fc8-19a401a59918,4425e783-a9c3-4171-8497-951b7dd99beb,courant,2020-02-01,active
e3ab7a2b-bbb6-49ea-8676-e803ec371055,69df357f-41a0-4afe-9779-51c295d285af,courant,2016-07-19,active
3a817101-236c-42a7-8605-e29fc0d74da0,b511f5da-01e9-4dbd-8d64-64c8c334cf97,courant,2010-10-10,active
4f59c2cb-f282-419e-b8d6-35350c0c63d9,c2bdddbe-beaa-4a0a-adec-15ca1ba9fa00,courant,2016-06-06,active
2e3d94c7-40d2-4ab7-b9cb-9ce218538f24,0b1061d9-0c21-4e5b-93bb-b24fd85749c3,courant,2015-07-30,active
12ff1a53-d1b6-4948-ab6d-ba3abe18525a,005cfbae-079e-49b8-b25d-a3f615eb2226,courant,2022-02-07,active
9bb3c6de-a5a7-40ee-a5d3-3fd5faa01ac6,177bf724-4f1c-4c6f-823d-ad3a7a56e3ac,courant,2022-02-23,active
f7ec0d4d-bda6-4e8e-ad18-73b19278245a,ad156936-250b-4f73-846b-b68053bf4ded,courant,2010-10-28,active
bbbe6b1b-9cd8-4526-b3bb-73a562681031,149f44a5-ba8c-40d6-8ee0-58c1eca3cece,courant,2019-01-19,active
deb96942-b77a-419a-8eb2-4e062ebbc0b8,873606a2-e850-4717-b23c-e6ed86d714b5,courant,2011-02-15,active
7f158459-43c3-4b35-9312-1800a64039c6,ec14eef8-38ea-4792-ab86-d5584f679862,courant,2010-02-21,active
b53ddd71-286f-481e-847b-b57b8541f193,208d753a-5d40-48ff-b50c-88ae9eb62c85,courant,2015-05-22,active
69bd18b3-323f-4586-913d-2e6b7363ff4e,f058f216-ee81-40c0-bfc5-91da0ff88f38,courant,2010-04-06,active
d475f1d1-b3e7-48e1-af34-d5d720cb6ab3,6db1f15f-b9a3-40b4-afa6-e98962efca11,courant,2014-10-11,active
a9ceab78-7ee6-4765-8271-50cdb04e7d42,3e438133-5b03-4bb9-8f7d-71c056da9ce0,courant,2020-03-13,active
0219b621-6211-47d0-8e5e-af80e9d813a3,71653e86-c33f-409b-a74e-ccf1ee28f513,courant,2016-05-05,active
4bd455ad-7afc-48f8-8788-0ce6b48e35d2,1e343781-4df9-4a4b-9fd3-a8ddf081c27e,courant,2012-03-11,active
d67be8ce-b626-48f4-a18a-56f8255f0b6d,86a400b6-2ad5-4e02-85a7-971e752275f2,courant,2015-01-24,active
df633f01-e927-46f1-9eb1-7a45ba67599c,88b5212c-8753-448b-afb5-94dd1ad7f5f7,courant,2010-09-18,active
8a1e6bd9-4581-4de7-a11f-bdeef658d1d3,acec7546-4e1a-4f3f-87ee-4c6968961c65,courant,2017-05-12,active
c3ec21c6-47be-4427-ad3b-f51b6f4af381,58b99966-dc58-4a3a-af64-24f2b6e678c7,courant,2010-04-07,active
cce784f7-14ab-41fb-831e-8132aac48d9d,d96e8815-621d-4cf7-827b-a3b625767821,courant,2015-07-03,active
46098bea-c791-4bc2-9494-5d3289626eb5,2eaa08e6-8adf-4df4-b2ad-b6d6dac28e4e,courant,2017-11-22,active
a58f523f-4fc9-4c85-9127-47425ffb3e43,19874a27-fbb4-46ad-a208-b61a489cefc5,courant,2011-08-11,active
14cc1137-ad50-4ba5-9e1d-6e1b1298bace,73680898-77d2-4c29-970d-124887e4b414,courant,2016-10-14,active
02c1cda2-7a17-4413-9e78-0e67c2d02880,02eb348d-42b0-4e68-bfdc-2be76a67bb8c,courant,2015-02-12,active
e897ed9a-0ea6-4d8e-86c2-849d97342e7b,ffcc9fb1-a756-4464-9802-ad3b332af997,courant,2020-04-01,active
fd0e3972-edd8-4e38-8b78-372a79f6fcc9,554e60aa-3ba9-45fe-9e83-b165a426c862,courant,2020-06-05,active
ab4846a0-df6e-4037-90af-65c90b5bede4,01588d0c-67f3-4262-80c6-dba8357b74b9,courant,2015-06-30,active
911dea57-cc98-4be0-b643-bc8337e6ee77,459979ea-96ac-46c2-8a4b-b5a1aa388cb8,courant,2015-10-17,active
a50f11ea-99e0-4194-955d-94fdd6b20c58,ea72ce98-8eca-4e6d-b76d-bfe8c4b5eea3,courant,2017-05-18,active
9ee22d28-a272-4e81-a2c5-ba04b9fc2882,ddfdd5cb-09d5-4d88-9809-045c0fc3948b,courant,2010-07-11,active
e0204679-5a92-4cb4-a905-6a549e3ce494,28ca746b-4ab0-41af-a80f-73c416bcb94b,courant,2020-06-06,active
7ecd0321-f6f7-4625-82ed-8f2445a3521f,3d100270-0d91-4135-b591-13bc9c33197e,courant,2022-01-23,active
cffb2eac-d4ed-47a8-8a56-969a1864725d,0b6f0a2f-b29c-4588-9b78-ba885ecd35ea,courant,2010-07-30,active
ee1129bd-37df-4f32-a804-33f302f1aa5a,4281cdb8-c654-4678-a7de-25a0421e7139,courant,2010-04-11,active
e3eb835a-6f95-435c-986d-1980f196b346,c8884610-f7b4-4415-8e2e-0b635b343152,courant,2021-06-08,active
eb6f3bfc-053d-46f9-96b8-02b152397bfa,3cbee145-3bc9-4003-b6ea-cdb929773477,courant,2020-05-05,active
588e8878-1d50-4615-8cd8-3b05436f342b,9721bf4f-a751-4a6c-9f18-37e5248e6439,courant,2022-09-09,active
e7186e8a-17ff-412b-8502-de669951a051,bab401b0-5160-4593-be08-268324b5bb83,courant,2015-07-31,active
dd81ac63-5d11-46c6-9e5c-e5ac8cc6e6e8,d96ae482-198b-4880-8b46-2c5ce87da564,courant,2015-07-22,active
49e805d6-50f0-4c8e-92ef-be5b2a1d1467,c1ca7b15-67a4-49ee-b5ca-6df641f2351f,courant,2016-06-28,active
e24b1ea4-320f-40d9-803d-818643b41fd4,b6b65044-13e2-4b70-a1ea-c24ed5456296,courant,2013-09-01,active
1245edb2-79dd-47b3-a904-f3d6924984de,1b35ac94-52fb-4e86-abda-acddd4956d78,courant,2014-08-19,active
16af7be0-21bb-4a20-8955-b686b824e9ef,ff24c0bb-ffaa-486a-8d3f-f5ebc4289977,courant,2014-10-07,active
b954f882-ca1a-4277-9838-54cf069947f5,edb477c5-95db-4554-9a3b-5483f5347315,courant,2022-12-31,active
ad8c3f1e-b941-4408-8ac4-70337e32cc6e,012e448f-18f8-4224-898a-67be91fb6add,courant,2020-11-13,active
ff4fdf78-f02a-4bf1-81a6-e9d5d55703fd,6ad19bde-7f31-430d-9dbf-1dc69d756ba7,courant,2011-11-18,active
c7326b07-c348-44fe-849a-81ba939e59f5,78ddbedb-6664-4509-9b5e-a8c231d0fa65,courant,2017-02-21,active
577b17ef-1fe7-4f70-8315-bfa10c1e094c,950d666e-16f5-4dfa-8963-7ce916d2e5ff,courant,2017-09-29,active
82073527-19c3-48c1-850e-bc44f8e49dd3,530c4ce9-0e80-40b5-b1cd-9c1aafd99d6a,courant,2021-03-28,active
03b1d651-ba06-4fa7-8d19-f2cc008b684c,cb116c4a-65b8-4f53-9859-c4e986bc4df9,courant,2010-03-06,active
873c95e5-fd5c-4445-a83b-b8bf7c5964ab,833d66f7-64c6-4b9e-89c2-7cadbdd04599,courant,2012-06-05,active
7893ee70-2854-4e02-931f-ace8db0106e0,40b8cf70-6185-4d19-8b6b-c2d0b23e8c10,courant,2017-08-10,active
a5bbef57-0364-4a00-8316-52906bbd7552,a8ce8996-d4a8-4392-82f0-6e6dadbfe553,courant,2010-08-08,active
53be19d4-553c-4030-86ae-73159f53e194,eb46afe9-411a-4a46-bd2b-d87e438d6e9a,courant,2015-04-15,active
61e8cfd9-f764-4528-b4c5-42eb00f2649a,b28183a2-51e2-4ba5-99ab-6de7baa66ef8,courant,2014-02-03,active
66779192-8bfb-46f6-a353-8b9c3c006a58,1cd6578c-5e13-424e-a8a1-3d1508194d02,courant,2012-01-20,active
eee6d26a-7412-448c-9cdf-9e7f9fa28e93,1eb94a15-77be-4aff-8a7a-6096c927ef69,courant,2017-08-02,active
92e0a34f-6745-4ec7-aefa-7bac044ce9b5,a5a59eb6-6c9f-4323-b254-6b70c228390c,courant,2019-09-02,active
907b0eff-025f-4e50-9d6f-9a5a047860d0,9f17a472-d0cf-468f-8d1f-4463b3328340,courant,2014-09-17,active
86a5e865-9c1f-432f-badf-85de4bf32f11,449670ab-bfaa-4a96-83ec-3f4a61c168b0,courant,2010-11-09,active
5d9bc2e5-0ea7-49a9-9f69-28b8caea4b75,f36e9b06-b3e8-43cc-acf0-4dba67734e8a,courant,2021-01-01,active
cb3749e4-d8bc-4c2b-96c6-51a11db69b85,ecd5f04c-aa54-4e75-b44d-74f73b70bf91,courant,2018-06-13,active
c96e3295-fbd7-4578-a903-4c19a7b0b559,27b545e5-e015-420c-8f40-010353fda35c,courant,2011-10-11,active
e4feb83d-9ca8-4854-89ab-074c890e3715,8186ce7f-987d-40bf-9c5b-54348a32f0da,courant,2010-09-23,active
09d245af-6097-4d94-b4e3-05a6e42b5a4f,d3b16b44-7a1a-4eef-9456-91214f2a172d,courant,2016-07-08,active
dcef27a4-2cbc-416d-aa48-4266221ec6b6,7bfe1ad9-c650-4be0-afc7-6ac8a88d29fa,courant,2014-01-04,active
6addc1d9-7327-4dc2-8226-b1f911162768,bf95c147-73ab-4495-a7c9-5c1323bd109f,courant,2016-07-22,active
e29e4e1c-097d-461e-9b9d-d38043b5d010,e52bbd87-986e-4130-9b8e-e6827345115c,courant,2010-02-01,active
16604e11-2913-48a9-b368-02354e674deb,066511c3-fdcc-4729-943e-5f4c15687f4f,courant,2013-11-20,active
4a1b236b-0388-4292-90fb-32e675181477,96f66a7d-84a2-4efd-8c50-a14e134bafd5,courant,2016-02-27,active
7b710491-1cad-46df-b62f-74ddcc2b244d,633056ff-dd55-4611-a058-bef6fe5bf2b4,courant,2020-01-01,active
7bbd0840-fbf4-45bb-85c6-ba9237a2e1eb,1439ed1a-4a92-4738-9d2a-8514b0080e7c,courant,2014-12-10,active
fcfadc04-2a7a-46ab-a2a9-60b12eadad8b,40c67669-ec4c-47b0-9f12-67a24e71c336,courant,2021-05-28,active
dd7bcc1e-fa27-45d3-bad6-f65085ee4bdf,ea131421-59de-466a-8ab9-2fb3fd53ca93,courant,2019-04-17,active
75ab3ad3-2b81-4a52-9032-72f596a9d67a,af1b34ba-933f-4ed8-ad22-de113ff3d5f5,courant,2017-06-14,active
c8bbd645-f373-43f0-8873-5056d35811ec,c4e69dbf-2454-44b1-a1ad-b3a4ea5212ab,courant,2010-08-02,active
0290ad27-2381-4171-9e97-411375ab3600,fdb0bb1c-1031-47ed-847d-8af784399250,courant,2014-08-08,active
e57054aa-60ba-4547-9e26-d0886500df87,bb4f6b9f-f58c-44e4-8c81-2085ca3e4ce5,courant,2012-02-02,active
22929e7e-43b7-497c-9142-f1ae331f2a91,ab24252d-bcd3-4281-8d39-c7773ed74725,courant,2010-04-05,active
98a223d9-94a6-4c56-8726-44dbba4eaeaf,b99f2477-0d2a-45a5-a788-60c068656096,courant,2022-12-03,active
ed106c8d-c31e-4478-b5bf-a3a7a2b4eafc,9c8d8835-70b9-4669-9cff-27e2a2373df6,courant,2019-11-14,active
1b12db79-e7df-4d5f-a156-db810d165529,d8dea884-b3e5-43af-9018-f1b216a9694c,courant,2014-01-09,active
cf2d0966-23bf-434a-9e1a-157f661f8d15,3d621368-473b-4c03-baf4-779cd65afff7,courant,2016-04-15,active
